Album titel,Brødtekst,SKU,Pris,Udgivet,Selskab,Attribute,Value,Nid,Lager,Oprettelsesdato
TM Hunter - La Porte," <p>TM Hunter er en ny gruppe med base i København. De to medlemmer, Michael og Therese, er dog ikke uerfarne på den danske scene. Michael var meget aktiv i det danske post-rock orkester ’Doí’ i 2005 – 2008. Thereses musikalske baggrund findes i ligeledes hedengangne GimmiJapan. De to medlemmer deler efternavnet Fischerson, da de udover et fælles engegement i musikken, ligeledes blev gift i 2009.</p>
<p>Bandet trækker på inspirationer fra  bl.a. Coco Rosie, Tom Waits og Serge Gainsbourg, og genremæssigt kan man både høre melankolsk pop, folk og fransk film-musik. Netop Frankrig er en kraftig inspirationskilde, som det også kan høres på gruppens første single ’Mon Chat Est Mort’. Denne single kan downloades gratis her: <a href=""http://fatherfigurerecords.bandcamp.com/track/mon-chat-est-mort"">http://fatherfigurerecords.bandcamp.com/track/mon-chat-est-mort</a></p>
<p>Parrets debut-EP ’La Porte’ udkommer således på Father Figure Records  d. 24. September 2012. TM Hunter har desuden valgt at udgive EP’en på den dele-venlig licens Creative Commons, som imødekommer deling, remixing og sampling af musikken på et ikke-kommercielt niveau.</p>
 ",NA85,"35,00 kr.",1,Father Figure Records,Format:select:1,CD-EP:1,3785,27.00,2014-08-08
Tobias Stenkjær - Blissfully Unaware," <p>Singer/Songwriteren Tobias Stenkjær har skrevet og indspillet et album, der på moden vis sammensmelter et countryinspireret univers med stærke elementer fra poppen, og en lyd bestående af smukke vokaler og flotte akustiske instrumenter på et underlag af solid rock.</p>
<p>Pladen er indspillet i Neverland Studios, og Tobias Stenkjær har selv produceret den i samarbejde med Michael Lyhne. Instrumenterne på udgivelsen håndteres af Tobias selv samt hans faste band The Telrays bestående af Karl Roos (lead guitar, kor), Kasper Foss (Trommer), Jens Simonsen (Bas) og Elsebeth Meldgaard (Kor). *Biografi* Tobias Stenkjær er født til at synge. Allerede som 6-årig spillede han i Københavns gader, og den lille dreng med den store stemme tiltrak sig masser af opmærksomhed. Som 13-årig blev han spottet af EMI, skrev pladekontrakt og udgav i 2001, kun 17 år gammel, sin første plade med egne sange under kunstnernavnet Toby. Pladen fik flotte anmeldelser og førte til jobs på nogle af de største festivaler i Skandinavien. Herefter tog Tobias en pause dels for at færdiggøre gymnasiet, og dels fordi han følte at EMI fokuserede for meget på at gøre ham til et teen age idol, frem for at bakke op omkring hans musik. Efter mange overvejelser valgte han derfor ikke at forlænge sin kontrakt. Siden da er drengen blevet voksen, og det samme er hans musik.</p>
<p>Blissfully Unaware viser en moden sangskriver og performer, der har fundet sit rette musikalske element.</p>
<p>Læs mere om Tobias Stenkjær på: <a href=""http://www.myspace.com/tobiasstenkjaer"">www.myspace.com/tobiasstenkjaer</a> eller <a href=""http://www.songcrafter.dk"">www.songcrafter.dk</a></p>
 ",SCM004,"81,25 kr.",1,Songcrafter Music,Format:select:1,CD:1,3786,5.00,2014-08-08
Tone  - Hanging By The Moon," <p>Tone, hvis specielle stemme og energifyldte abstrakte beats for 3 år siden gjorde sit indtog på den danske elektroniske musikscene, er tilbage med nyt album.</p>
<p>Den selvlærte og non-konforme kvindelige elektroniske musiker har i kølvandet på omfattende udgivelses- og turnévirksomhed i udlandet været trukket tilbage i hendes selvbyggede hus ved Limfjordens bred i næsten et år og har frembragt et nyt album, hvor hun på ny udforsker krøllede elektroniske kompositioner og snørklede beats - men hvor hendes musikalske univers denne gang tager en væsentligt mere vokalbaseret drejning. Albummet har fået titlen 'Hanging By The Moon' og fortsætter fortællingen om Tone, alias Sofie Nielsen, og hendes eksperimenterende musikalske måde at anskue verden på. Efter at have udgivet plade internationalt og samtidig turneret i store dele af Europa og USA har hun i det seneste år været trukket tilbage i sit hjemmestudie for igen at lade al inspirationen komme til musikalske udtryk. Dette manifesterer sig i et album, hvor melankolien er rykket en smule mere i baggrunden, og har givet plads til helt nye stemninger. Den autodidakte sangskriver, producer og performer lader således denne gang sin vokal træde meget mere frem som formidler af Tone-universet. Med hendes helt særlige sangteknik, både på pladen og live, bestående af utallige lag, udgør Tone's stemme både lead-vokal, adskillige korstemmer og nogengange instrumenter - men altid med hendes vanlige kryptiske tekstkonstruktioner henover de eksperimenterende trommeprogrammeringer.</p>
<p>Et tekst- og vokalarbejde, som denne gang sættes endnu mere i front og fortæller en historie om det lille menneske med de mange stemmer. Som på nummeret 'Beautifugl', der handler om den kluntede men samtidig naturligt smukke fantasifugl, der ødelægger sproget og går egne veje, og dermed bliver Tone's (måske delvist autobiografiske) kommentar til negativisme og jantelovs-mentalitet. Eller 'Stuffed Animals', der egentlig fortæller om pels og udstoppede dyr, men snarere handler meget mere om ømtålelige emner såsom de ting vi gør ved naturen, men ikke orker at ændre pga. af vores levevis og komfort. Den handler om at have rigtige holdninger, men at blive lokket til at kaste kniven, fordi man ikke kan overskue andet end at følge flokken. Som det er vanen for musikere på deres opfølgeralbums har også Tone således fået mere erfaring ind under vesten, men hendes oprindelige musikalske signatur med stille stemningsfyldte og eftertænksomme passager, der afløses af opløftende energiudladninger er i høj grad intakt.</p>
<p>Please copy this record to all of your friends<br />
Tone har iøvrigt altid gået egne veje. Med pladeselskabet og musikkollektivet Uhrlaut/Urlyd i ryggen blev hun i 2008 kendt for højlydt at opfordre hendes publikum til at frit kopiere debut-udgivelsen videre til alle venner og bekendte. Ved brug af en Creative Commons licens - og iøvrigt med KODA som samarbejdspartner - blev hendes debutalbum ikke blot frit og lovligt delt mellem musikelskere hundredetusinder af gange over hele kloden, men også vinylplader og cd'er blev revet heftigt fra hylderne og festivaler og spillesteder fra hele Europa og sågar USA ville have Tone's abstrakte beats på plakaten. Denne naturlige anvendelse af Internettet som værktøj er også fremgangsmåden for dette opfølgeralbum, som dels kan købes på vinyl i danske pladebutikker fra d. 21. oktober - og samtidig downloades frit fra samme dato på både Tone's website og via alle velassorterede musikportaler og fildelingstjenester.</p>
 ",UR003LP,"75,00 kr.",1,Uhrlaut Records,Format:select:1,"12""LP:1",3789,6.00,2014-08-08
Tone - Small Arm Of Sea," <p>Med sine abstrakte beats, specielle stemme og hypnotiserende tekster, er den kvindelige sanger, musiker og producer Tone kendt for et både kraftfuldt og skrøbeligt udtryk i form af eksperimenterende kompositioner indenfor electronica-genren, og på hendes debutplade kan man høre hende spænde vidt mellem både opløftende energiudladninger og mørke melankolske stemninger. En plade som udgives i et nyt audiovisuelt format - med opfordring til gratis viderekopiering og musikdeling!</p>
<p>Rent musikalsk laver Tone en bemærkelsesværdig audiovisuel verden, hvori hendes lyse og nærmest fortryllende stemme flyder over sprøde, elektroniske beats, abstrakte kompositionsstrukturer og velkomponerede melodier. At hun ikke er sangskriver i traditionel forstand understreges af, at hun ikke klynger sig til konventionelle strukturer med vers og omkvæd, men i stedet bevidst henfalder til improvisation og kreativ udforskning i form af uforudsigelige musikalske landskaber – mens hun tilføjer sin udfordrende og samtidig tiltrækkende vokal – og dermed trækker lytteren ind i sit musikalske og atmosfæriske univers af tanker, lyde og fængende melodier.</p>
<p>Det seneste års tid har været spændende for Tone, som bærer det borgerlige navn Sofie Nielsen. I sommeren ’06 vandt hun overraskende den rock-prægede live-musikkonkurrence Rock Nord i skarp konkurrence med de danske internationale indie-himmelstormere The Alpine og The Blue Van. Derudover endte hendes demo-indspilninger af sangene ‘I Am Long’ og ‘Wake Me Up’ på Danmarks Radio’s ‘Elektriske Barometer’-hitliste og lå begge top-5 på listen i de tilladte 8 uger. Dette ledte til adskilllige interviews på DR’s P2 og P3 og senest et portrætprogram på TV2-Nord, som filmede og interviewede denne unge og kønne nordjyske boheme, som bor i en delvist hjemmebygget bolig ved Limfjordens bred i udkanten af Aalborg. Nyt audiovisuelt pladeformat Også Tone’s live-optræden er en spektakulær oplevelse.</p>
<p>Akkompagneret af videokunstner og VJ Kristian Ravn Ellestad, blander de to musik og abstrakt video sammen i en audiovisuel symbiose der fremhæver stemningerne i Tone’s følelsesladede musik. Tone og Kristian har I fællesskab produceret det visuelle spor til musikken, der skaber en form for abstrakt storytelling ved Tone’s koncerter. Et fænomen som er indfanget på denne udgivelse, idet Small Arm of Sea udgives i et nyttænkende “audiovisuelt” format - der består af både CD/LP og medfølgende DVD - hvorved musikken og videoen præsenteres samlet og i fællesskab udgør Tone’s intense udtryk. Pladeselskabet: Kopier gerne pladen til dine venner! Small Arm of Sea er desuden verdens første fysiske pladeudgivelse udgivet under Creative Commons licens. Det betyder, at brugeren er velkommen til - kvit, frit og lovligt - at kopiere og videredistribuere indholdet til sig selv og andre, så længe det er til privat brug - hvorfor den også kan downloades gratis på nettet.</p>
<p>Musik er i høj grad følelser og oplevelser, og idéen er, at sådanne bør kunne deles frit uden at man kriminaliseres. Således er det op til musikelskere selv at vælge, om de vil støtte artisten - enten med online-donation, ved at gå til koncert eller ved køb af én af de specielle audiovisuelle plader som kun sælges i begrænset oplag. Som pladecoveret siger: “Please copy this record to your friends”. </p>
 ",UR001LP,"85,00 kr.",1,Uhrlaut Records,Format:select:1,"12"" LP:1",3788,0.00,2014-08-08
Tone - Small Arm Of Sea," <p>Med sine abstrakte beats, specielle stemme og hypnotiserende tekster, er den kvindelige sanger, musiker og producer Tone kendt for et både kraftfuldt og skrøbeligt udtryk i form af eksperimenterende kompositioner indenfor electronica-genren, og på hendes debutplade kan man høre hende spænde vidt mellem både opløftende energiudladninger og mørke melankolske stemninger. En plade som udgives i et nyt audiovisuelt format - med opfordring til gratis viderekopiering og musikdeling!</p>
<p>Rent musikalsk laver Tone en bemærkelsesværdig audiovisuel verden, hvori hendes lyse og nærmest fortryllende stemme flyder over sprøde, elektroniske beats, abstrakte kompositionsstrukturer og velkomponerede melodier. At hun ikke er sangskriver i traditionel forstand understreges af, at hun ikke klynger sig til konventionelle strukturer med vers og omkvæd, men i stedet bevidst henfalder til improvisation og kreativ udforskning i form af uforudsigelige musikalske landskaber – mens hun tilføjer sin udfordrende og samtidig tiltrækkende vokal – og dermed trækker lytteren ind i sit musikalske og atmosfæriske univers af tanker, lyde og fængende melodier.</p>
<p>Det seneste års tid har været spændende for Tone, som bærer det borgerlige navn Sofie Nielsen. I sommeren ’06 vandt hun overraskende den rock-prægede live-musikkonkurrence Rock Nord i skarp konkurrence med de danske internationale indie-himmelstormere The Alpine og The Blue Van. Derudover endte hendes demo-indspilninger af sangene ‘I Am Long’ og ‘Wake Me Up’ på Danmarks Radio’s ‘Elektriske Barometer’-hitliste og lå begge top-5 på listen i de tilladte 8 uger. Dette ledte til adskilllige interviews på DR’s P2 og P3 og senest et portrætprogram på TV2-Nord, som filmede og interviewede denne unge og kønne nordjyske boheme, som bor i en delvist hjemmebygget bolig ved Limfjordens bred i udkanten af Aalborg. Nyt audiovisuelt pladeformat Også Tone’s live-optræden er en spektakulær oplevelse.</p>
<p>Akkompagneret af videokunstner og VJ Kristian Ravn Ellestad, blander de to musik og abstrakt video sammen i en audiovisuel symbiose der fremhæver stemningerne i Tone’s følelsesladede musik. Tone og Kristian har I fællesskab produceret det visuelle spor til musikken, der skaber en form for abstrakt storytelling ved Tone’s koncerter. Et fænomen som er indfanget på denne udgivelse, idet Small Arm of Sea udgives i et nyttænkende “audiovisuelt” format - der består af både CD/LP og medfølgende DVD - hvorved musikken og videoen præsenteres samlet og i fællesskab udgør Tone’s intense udtryk. Pladeselskabet: Kopier gerne pladen til dine venner! Small Arm of Sea er desuden verdens første fysiske pladeudgivelse udgivet under Creative Commons licens. Det betyder, at brugeren er velkommen til - kvit, frit og lovligt - at kopiere og videredistribuere indholdet til sig selv og andre, så længe det er til privat brug - hvorfor den også kan downloades gratis på nettet.</p>
<p>Musik er i høj grad følelser og oplevelser, og idéen er, at sådanne bør kunne deles frit uden at man kriminaliseres. Således er det op til musikelskere selv at vælge, om de vil støtte artisten - enten med online-donation, ved at gå til koncert eller ved køb af én af de specielle audiovisuelle plader som kun sælges i begrænset oplag. Som pladecoveret siger: “Please copy this record to your friends”. </p>
 ",UR001CD,"85,00 kr.",1,Uhrlaut Records,Format:select:1,CD/DVD (DIGIP):1,3787,18.00,2014-08-08
Tone - Small Arm of Sea (International Edition)," <p>This is the international edition of 'Small Arm of Sea', which is also released as UR001. With her abstract beats, unique voice and hypnotizing lyrics, the female singer, musician and producer Tone is renowned for her at the same time forceful and frail expression through experimental compositions within the electronica-genre. On her debut album, “Small Arm of Sea”, she shows her great versatility ranging from uplifting vigorous outlets of energy to obscure, melancholic moods.</p>
<p>An album released in a new audiovisual format – with an invitation to copy and share freely at no charge! Musically, Tone creates a remarkable audiovisual realm where her light and almost spellbinding voice adds to a bedrock of crunchy break beats, abstract compositional structures and catchy melodies. Not being a typical songwriter in terms of clinging to the usage of the traditional structure of verses and choruses, Tone relies on improvisation and creative exploration in the creation of her unpredictable musical landscapes - while adding daunting, yet compelling lyrics - and thereby drawing listeners into her musical and atmospheric universe of thoughts, sounds and a myriad of emotional expressions. From living room to Roskilde Things started to gain pace back in 2006, when her demo-recordings of the tracks ’I Am Long’ and ’Wake Me Up’ charted at top-5 for over 8 weeks on the Danish national radio chart ’Elektriske Barometer’. This led to several interviews on the Danish national radio stations, and even a portrait program on regional television. The media started showing great interest in this young pretty bohemian from Northern Jutland, living in a partially homemade house by the shores of the Limfjorden arm of sea at the outskirts of the city of Aalborg.t Tone now started working on tracks for an album, and soon came into contact with newly established Danish electronica label Urlyd Audiovisual Recordings, a small maverick indie label with radical ideas towards music publication. As a result, in early 2008, Urlyd and Tone released ‘Small Arm of Sea’ on CD and vinyl.</p>
<p>International interest After the release of the album, things really took pace. Tone was not only booked to play Roskilde Festival in the summer of ‘08, as well as doing a 10-gig tour of Germany, but also did a showcase-performance at a festival-site stage on the prestigious SPOT Festival in Aarhus, Denmark. This performance was incidentally seen by a group of members of the board of international business representatives, who had been invited to the festival to pick out the most promising four of the 130 performing bands to represent Denmark at the prestigious SPOT On Denmark showcase in Bruxelles later that year. The board, swept away by Tone’s performance on this small and highly interim tent stage, decided that she was to be included in the four select bands to go to Bruxelles, even if she wasn’t part of the official line-up of the festival.t This lead to Tone being booked for the Eurosonic Festival in Groningen, Holland – as well as doing two international tours of Germany and the Benelux countries in the fall of ’08 and winter of ’09. </p>
 ",PONY26CD,"75,00 kr.",1,Ponyrec,Format:select:1,CD:1,3790,2.00,2014-08-08
"Torben Ulrich & Søren Kærgaard - Suddenly, Sound: 21 Songlines for Piano, Drainpipe, etc."," <p>
Torben Ulrich - Words, vocals, drainpipe, plunger mute, prepared piano (track 8), marbles, grip strengthener, Chinese steel balls, jar of dice, ceramic and lacquer bowls Søren Kjærgaard - Piano, prepared piano, Wurlitzer electric piano, Vox Continental organ, Hammond organ, Fender Rhodes, Mellotron and toy piano</p>
<p>In the summer of 2006 Søren Kjærgaard, who at the time was on a U.S. tour, met Torben Ulrich in Seattle. That night a contact and mutual friendship was established, and during a number of cross-Atlantic phone calls, ”Suddenly, Sound” started taking its form. The following summer (June 2007) Kjærgaard returned to Seattle to visit Ulrich and to begin recording their duo project in a local studio.</p>
<p>Ulrich had written a cycle of twenty-one songlines for the occasion, and these lines (based on a narrative of ten rootlines) were the departure point for the recording sessions. </p>
<p>The music was not pre-composed, but took shape as a sequence of improvisations in a minimalistic dialogue with Ulrich’s voice and words. The songlines also were timed and woven into the music, with both participants listening closely to each other. In other words, Ulrich did not recite the songlines as given or frozen texts from the printed paper, but played with words and syntactic structures in conversation with the music, as a sort of improvised form where words or phrases may be repeated, shuffled around or left out. </p>
<p>Dealing with dynamics of the five elements (earth, water, fire, air, space), the rootlines took the form of two imaginary practice sessions under the direction of G.I. Gurdjieff, the Armenian philosopher.</p>
<p>On the album, the full title of which reads, ”Suddenly, Sound: 21 songlines for piano, drainpipe, etc.”, one will hear Kjærgaard on an old grand piano, played both conventionally and prepared, to extract a wide spectrum of sounds from the strings. Kjærgaard also plays on a variety of electric and acoustic keyboard instruments, including Farfisa organ, Wurlitzer, Fender Rhodes, Mellotron and toy piano. </p>
<p>Ulrich is also heard on the interior of the grand piano and on non-traditional instruments such as drainpipe, plunger mute, marbles, grip strengthener, Chinese steel balls, jar of dice, and ceramic and lacquer bowls.</p>
<p>""Suddenly, Sound: 21 songlines for piano, drainpipe, etc."" is released digitally on iTunes and physically on CD and vinyl accompanied by a booklet containing the ten rootlines and twenty-one songlines in print. Furthermore one will find linernotes written by the Danish jazz critic and radio producer Ib Skovgaard and the Danish author Lars Movin, who each from his own angle describes the works of the two artists, their story and their meeting. </p>
<p>Torben Ulrich (born Oct. 4, 1928) is one the most colourful and longest active personalities in Danish culture of the 20th-21st centuries, known as a poet, radio and newspaper journalist, painter, filmmaker and tennis player – all carried out with a striking originality. His lifelong work and wide-ranging studies of movement and spiritual disciplines (athletics, dance, yoga, Buddhism, Sufism, etc.) has placed him as a notable thinker. He is also well-known as an internationally touring tennis player, traveling all continents and participating over four decades at Grand Slam events (Wimbledon; U.S., French and Australian Opens). As a senior on the Grand Masters tour, he was ranked No. 1 in the world in 1976.</p>
<p><a href=""http://www.ilkmusic.dk"">www.ilkmusic.dk</a></p>
 ",ILK155LP,"75,00 kr.",1,ILK,Format:select:1,"12""LP:1",3791,7.00,2014-08-08
Town Portal - Chronopoly," <p>
Hensynsløst fokuseret og finurligt vidtfavnende: Københavnske Town Portal ́s debutalbum Chronopoly vover at stråle ud i et væld af markante muligheder. En solid markering af en debut fra et band med blot 2 år på bagen.</p>
<p>Godt et år er gået siden Town Portal nedfældede og frigav det første brudstykke af deres tekstløse musikalske univers i form af EP’en Vacuum Horror, der udelukkende fandt sit eksistensgrundlag i digital pay-what-you-want form. På trods af en fødsel under beskedne kår, påkaldte pladen sig en ikke helt beskeden mængde opmærksomhed, og modtog flere stort rosende anmeldelser i danske magasiner som Soundvenue (5/6), Devilution (4/5) og Geiger Magasin, der bla. sagde: ”Town Portal formår at røre ved alle musikkens virkemidler og har et usædvanligt højt niveau. Den ungdommelige energi og følelsen af, at der ikke er nogen grænser for egen formåen, skinner igennem.” Vacuum Horror EP ́en blev desuden godt accelereret ud i den internationale blogosfære, ligesom den sendte bandet på en længere turné rundt på det europæiske fastland.</p>
<p>Siden da har en reduktion fra kvartet til trio, tvunget Town Portal til at nedbryde og genopbygge tilgange til lyd og sangskrivning. Resultatet af disse anstrengelser har udmundet i debut-albummet Chronopoly (fra græsk ’chronos’ og engelsk ’monopoly’). Der er stadig tale om instrumental-rock med et nedstemt hook, der giver tyngde til komplekse og legesyge kompositioner. Med utrættelig nysgerrighed ledes der efter nye måder, hvorpå toner kan sammensættes i den efterhånden hårdt prøvede guitar-bas-trommer konstellation. Men på Chronopoly muterer de velkendte elementer, søger mod ekstremerne og former et udspil, der på en og samme tid er mere komplekst, melodisk, stilsikkert og grænsesøgende end forgængeren. En eksponentiel udvikling i et efterhånden velbehersket virvar af metal, shoegaze, indie og progressiv rock. Chronopoly udkommer på LP (inkl. Download) og som download.</p>
<p>I løbet af efteråret vil albummet blive fulgt op af en række danske koncerter samt Town Portals tredje internationale turné, der i løbet af to uger bringer dem igennem Tyskland, Frankrig og Schweiz sammen med amerikanske Feast of the Epiphany.</p>
<p>Town Portal ́s Chronopoly LP er den femte udgivelse på det uafhængige Københavnske vinyl pladeselskab Subsuburban. Et label der på blot lidt over et år har udgivet 4 kvalitetsudgivelser med internationale navne: Amerikanske Time Columns og Silian Rail, Italienske Valerian Swing samt Stockholm-baserede Fluorescent Heights. Selskabet har en aktiv distribution baade fysisk og digitalt. Fysisk er Subsuburban tilgængeligt i stort set alle nævneværdige vinyl butikker i Norden, hertil kommer tilstedeværelse i U.S.A. (NYC, San Francisco og Austin), Italien, Storbritannien (Via Norman Records), Tyskland samt Benelux (Via Belgiske Dunk Records og Tyske Kapitan Platte). Town Portal er Subsuburban ́s første ”lokale” signing. En spændende markering af en begyndelse for et atypisk pladeselskabs egentlige, tiltrængte og seriøse indtog i det Danske. </p>
 ",SRCLP05,"70,00 kr.",1,Subsuburban,Format:select:1,"12"" LP:1",3792,0.00,2014-08-08
Träd Gräs & Stenar - Homeless Cats,,XMLP-SUB32,"155,00 kr.",1,Subliminal Sounds,Format:select:1,"12"" LP:1",3794,0.00,2014-08-08
Träd Gräs & Stenar - Gärdet 12.6.1970,,SUB-075-LP,"170,00 kr.",1,Subliminal Sounds,Format:select:1,"12"" LP:1",3793,0.00,2014-08-08
Travelling Tribes - Everything Seems To Change," <p>For to år siden oplevede musikeren Emil Jensen, på en rejse igennem Vestafrika, en helt vild og intens sang sunget af en ældre afrikansk sanger. Dette gav Emil en helt ny forståelse af musikkens mulighed for at udtrykke dyb passion, som lagde kimen til Travelling Tribes. Denne ekstase fangede allerede perkussionist Victor Dybbroe i hans barndom i Bali, hvor han blev overvældet af skyggespil akkompagneret af traditionelle Gamelan orkestre. Lysten til at udtrykke uforklarlige oplevelser og følelser binder Travelling Tribes sammen når de transcenderer genrer fra hele verden på albummet ”Everything Seems to change”.</p>
<p><span style=""line-height: 1.538em;"">Travelling Tribes består af fire vidtfavnende musikere fra den københavnske undergrund. De fire musikere arbejder bl.a. med prisvindende og prisnominerede grupper som Valby Vokalgruppe, Girls in Airport og The White Nothing. De har desuden spillet og arbejdet med folk som John Tchicai, Trentemøller, Clara Bryld og Soffie Viemose. </span></p>
 ",ILK198LP,"100,00 kr.",1,ILK,Format:select:1,"12"" LP:1",3795,12.00,2014-08-08
Trust - From Light Into Mass,,PLAYREC37V,"75,00 kr.",1,Play/Rec,Format:select:1,"12""LP:1",3798,2.00,2014-08-08
Turboweekend - Singles & Remixes,,TURBO001,"50,00 kr.",1,Turboweekend,Format:select:1,"12"" EP:1",3803,0.00,2014-08-08
Turboweekend - Bound EP,,TURBO003,"62,50 kr.",1,Turboweekend,Format:select:1,"12"" EP:1",3801,0.00,2014-08-08
Turboweekend - Svensker Remix,,TURBO002,"50,00 kr.",1,Turboweekend,Format:select:1,"12"" EP:1",3804,0.00,2014-08-08
Turboweekend - Trouble Is (Tiësto Remix)/Something or Nothing (Acid Washed Remix),,TURBO004,"37,50 kr.",1,Turboweekend,Format:select:1,"10"":1",3802,-1.00,2014-08-08
Twirly Mist - Sometimes In Autumn EP," <p>Twirly Mist er den København baserede sangskriver, producer, label ejer og vinyl entuthiast Mikkel Knudsen.</p>
<p>Selv om nogle numre blev indspillet for et årti siden føles det stadig på samme måde. Sometimes In Autumn handler mere eller mindre om at finde vejen mellem velkomne og mindre velkomne forhindringer. Efteråret som en tid til refleksion.</p>
 ",NOV009,"25,00 kr.",1,Neh-Owh,Format:select:1,"7"":1",3805,12.00,2014-08-08
Tzarina Q Cut - Bees on HALI,,NA48,"75,00 kr.",1,N/A,Format:select:1,"12"" LP:1",3806,0.00,2014-08-08
Tzarina Q Cut - On Waste-Ave-Nude,,NA49,"60,00 kr.",1,N/A,Format:select:1,"12"" EP:1",3807,1.00,2014-08-08
Umatic - Ashes & Diamonds," <p>
Det er vinteren 2010, søskendeparret Mathilde og Lukas Lunderskov beslutter at starte det musikalske eksperiment Umatic. De opdager hurtigt at Mathildes ultra lyse vokal klinger perfekt til Lukas’ tunge, støvede produktioner og som det nye projekt tager form, begynder hypnotiske elektro popsange at flyde fra lydlaboratoriet på Nørrebro. <br />
Kort efter udsender de EPen ‘Desert Nights’ på det grafiske label Horror Comfort, som en lille forsmag på hvad der er i vente. Nu 2 år senere er Umatic klar med første skæring: ”Ashes & Diamonds”.</p>
<p>Mathilde kommer fra indiepop scenen med en fortid i Lovebites og Blake, mens Lukas har gjort sig bemærket som producer for en lang række artister i den københavnske hip hop undergrund og som hypeman for Pede B og Benal. </p>
<p>”Ashes & Diamonds” af en mutation af de 2 modsætninger - Efter et brag af en weekend hvor UMATIC tager prisen for bedste elektroniske act til Underground Music Awards, er UMATIC’s vinyler nu endelig landet efter at ha været under vejs i 4 måneder!</p>
 ",HOCO001,"75,00 kr.",1,Horror Comfort,Format:select:1,"12"" LP:1",3808,49.00,2014-08-08
Umatic - Desert Nights,,NA105,"60,00 kr.",1,Horror Comfort,Format:select:1,CD:1,3809,17.00,2014-08-08
Una - Télé Rouge ," <p>Navnet ser fremmed ud, titlen er fransk, musikken er som fra en anden planet, og designet er retro-cool på en fræk måde. Télé Rouge er et usædvanligt electro pop’n’roll-album. Gennemført stramt og konsekvent i musik, sound og design, skabt af Una Skott. Pæredansk debutant med fransk i ascendanten og en stor kærlighed til vintage gear. Otte charmerende sange på fransk med høj melodisk træfsikkerhed om den verden, som Una blandt andet har set og oplevet igennem det lille røde tv af mærket Radionette, som lp’en er opkaldt efter. Det er for eksempel sangen om det program om en rejse til månen Titan, som Una så en dag og blev inspireret af, men det er også sange om at være en ung pige, gå til fest og knalde en tilfældig fyr i Anniversaire og dagen efter fortryde det i sangen Oublié. I Mon ami sender Una en hilsen til sin fars elskede, gamle Volvo 544, og mon ikke også faren har en finger med i spillet i King Kong, som er inspireret af filmhistoriens mest aparte love story med den højhusstore gorillas forhold til en kvinde på størrelse med en abe-tommeltot.</p>
<p>Der er en hilsen til Serge Gainsbourgs frække Je t’aime moi non plus i den æggende Montrez-moi, og i albummets første single, Rock’N’Roll, er Una uimodståelig kæk i sine ønsker om at iføre sig stramme jeans, drikke sig fuld og være rock’n’roll. Og endelig er der naturligvis sangen Télévision til selve tv-apparatet, omdrejningspunkt og albumtitel, og på den måde får Una bundet sløjfe på sin første samling sange. Hun indspillede oprindeligt sangene til Télé Rouge med det formål at jagte en pladekontrakt, men inden det kom så vidt, havde hun allerede etableret eget selskab og besluttet, at hun lige så godt selv kunne påtage sig arbejdet. Una har igennem årene givet en række koncerter som solist i eget navn, blandt andet som opvarmning for Under Byen, men hun har også indspillet eller optrådt med Kira Skov og Clara Bryld samt de to nye grupper, Kolors og Kandy Koloured Tangerine. Nu gælder det sangene fra Télé Rouge, og Una har samlet et band med flere af de musikere, som var med til at indspille pladen. Una live er: Una Skott (guitar, sang); Christian Sekjær (bas); Anders Mortensen (keys) og Rasmus Jusjong (trommer).</p>
 ",TR001,"75,00 kr.",1,Télé Rouge,Format:select:1,"12"" LP:1",3810,1.00,2014-08-08
Under Byen - Siamesisk," <p>Under Byen spillede til DRs Radiohuset Rocker i 2007 en koncert, hvor RadioUnderholdningsOrkestret blev inviteret med på 5 numre, og det er disse 5 numre, som nu bliver udgivet. At man først nu har fundet på at parre Under Byens musik med et klassisk orkester kan virke besynderligt, for bandets lyd kan på mange måder i forvejen lede tankerne mere hen imod klassisk end egentligt rytmisk musik. Kombinationen med RadioUnderholdningsOrkestret er dog en stærk hybrid, hvor sidstnævntes mangfoldige lydbillede bruges til at lægge en skiftevis dramatisk og skrøbelig, og alt i alt virkelig flot baggrund, som Under Byens finurlige lydprojekter så kan lægge sig ovenpå.</p>
 ",DVP032,"60,00 kr.",1,DVP,Format:select:1,"12""LP:1",3811,0.00,2014-08-08
